factory_name,product_type,nike_inc_brands,events,address,city,state,postal_code,country,operating_region,total_workers,line_workers,percent_female_workers,percent_migrant_workers,contact_name,contact_phone,contact_fax,contact_email,subcons,serialid
MV SHOES SRL,FOOTWEAR,NIKE,,MUÃ‘IZ 1950,BUENOS AIRES,BUENOS AIRES,1240,ARGENTINA,Emerging Markets,187,170,25,1.8,,,,,,339
MY SOCKS MALAYSIA SDN BHD,EQUIPMENT,CONVERSE,,"BLOK A, LOT PT 25146P, JALAN GELAM 2,",GONG BADAK,TERENGGANU,21300,MALAYSIA,Emerging Markets,70,54,50,63,,,,,,340
"N.S.K.ECHO MARK GUNMA CO.,LTD.",APPAREL,NIKE,,"875 OOAZAKAWADO,HIGASHI AZUMA-CHO,AZUMA-GUN",HIGASHI AZUMA-CHO,GUNMA PREF.,377 0802,JAPAN,Japan,42,31,57,0,,,,,,341
NAKULAN TEX,APPAREL,"NIKE, CONVERSE, HURLEY",,"114 - A, THOTTANI CHATRAM",PERUNDURAI,TAMIL NADU,638 052,INDIA,Emerging Markets,1600,1494,60,0,,,,,,342
NAM HA GARMENT JOINT STOCK COMPANY,APPAREL,NIKE,,510 TRUONG CHINH ST.,NAMDINH,HUNG YEN,32000,VIETNAM,Emerging Markets,622,515,88,0,,,,,,343
NAM THIEN COMPANY LIMITED,APPAREL,NIKE,,"LOT IV, NO 13, NO 4 STREET, TAN BINH INDUSTRIAL ZONE",HO CHI MINH,HO CHI MINH,700000,VIETNAM,Emerging Markets,601,575,82,0,,,,,"Son Kha Screen Printing Co. Ltd, TTG Co. Ltd.",344
NAN YANG GARMENT,APPAREL,NIKE,,"37 MOO 5, LADYAO - BANRAI RD.","LADYAO, NAKHONSAWAN",,60150,THAILAND,Emerging Markets,1259,809,78,0,,,,,,345
"NAN YANG GARMENT CO., LTD.",APPAREL,"NIKE, CONVERSE, HURLEY",,27 PHETKASEM RD.,NONGKHAM,BANGKOK,10160,THAILAND,Emerging Markets,1431,1373,76,40.4,,,,,,346
"NAN YANG GARMENT CO., LTD.",APPAREL,NIKE,College,"NAN YANG GARMENT CO., LTD, 27 MOO. 12, PHITSANULOK-NAKORNSAWAN 71 ROAD",PICHIT,PICHIT,66140,THAILAND,Emerging Markets,2143,1247,77,0,Mr. P.K. Seneviratne,665 661 9856,665 661 9860,pk@nanyangtextile.com,"HI TECH APPAREL CO LTD, BRANCH 70",347
"NANAN NAN FENG TEXTILES CO., LTD (SOUTH ASIA KNITTERS)",APPAREL,NIKE,,67-91 FUGUAN MID RD,QUANZHOU,FUJIAN,362341,CHINA,Greater China,715,622,77,0,,,,,,348
"NANTONG EDI - CAPS MANUFACTORY CO., LTD",APPAREL,"NIKE, CONVERSE, HURLEY",,"NO.21, TONGFU SOUTH ROAD, ECONOMIC DEVELOPMENT ZONE",NANTONG CITY,JIANGSU,,CHINA,Greater China,108,70,78,0,,,,,,349
"NANTONG TAIERJIA KNITTING CO., LTD.",APPAREL,"NIKE, CONVERSE",,NO. 1 CHENGXI ROAD,RUGAO CITY,JIANGSU,226500,CHINA,Greater China,475,380,85,0,,,,,,350
"NANYANG GARMENT CO.,LTD",APPAREL,"NIKE, CONVERSE, HURLEY",,"166,168 ,170,172 MOO1 PHETKASEM RD. T. YAYCHA",A. SAMPHAN,NAKORNPATOM,73110,THAILAND,Emerging Markets,1546,1518,62,59.9,,,,,,351
"NC APPAREL CO., LTD.",APPAREL,NIKE,,"219 MOO 2 MALIWAN ROAD, T. NON-UDOM",CHUMPAE,KHONKAEN,40130,THAILAND,Emerging Markets,3101,2198,72,0,,,,,,352
NEPAL CALÃ‡ADOS LTDA,FOOTWEAR,NIKE,,"RUA CÃ‚NDIDO GIONGO, 535",ROCA SALES,RS,95735-000,BRAZIL,Emerging Markets,75,69,90,0,,,,,,353
NEW BUFFALO SHIRT FACTORY,APPAREL,NIKE,College,4055 CASILIO PARKWAY,CLARENCE,NEW YORK,14031,USA,North America,102,75,55,0,Jon Weiss,716-750-6273,716-759-1080,jweiss@newbuffaloshirt.com,,354
NICE APPAREL COMPANY LIMITED,APPAREL,NIKE,College,"500 SOI NGARMWONGWAN 25, TUMBON BANGKHEN",MUANG DISTRICT,NONTHABURI,11000,THAILAND,Emerging Markets,1481,1292,74,18.3,Jaruporn Pattamake,66 (0) 5890120-5,66(0)9255980,jaruphorn.p_nac@niceapparelgroup.com,Advanced Printing (Thailand) Company Limited,355
"NICE-BAG INTERNATIONAL IND CO.,LTD",EQUIPMENT,"NIKE, CONVERSE",,"NO.2. HONGSHENG ROAD ECONOMIC DEVELOPMENT ZONE HUAIâ€™AN CITY, JIANGSU PROVINCE, CHINA",HUAI AN CITY,JIANGSU,223005,CHINA,Greater China,536,495,93,0,,,,,,356
NINGBO BELL GARMENT INDUSTRIAL CO. LTD,APPAREL,"NIKE, CONVERSE",,"NO 422, JIANGHU ROAD, JIANGBEI INVESTMENT ZONE C",NINGBO,ZHEJIANG,315033,CHINA,Greater China,126,94,61,0,,,,," Golf Sales West, Inc.",357
NINGBO DOLPHIN LEXI LIMITED,APPAREL,CONVERSE,,128 FENG QI ROAD,NINGBO,SHANGHAI,Ningbo,CHINA,Greater China,29,26,68,0,,,,,,358
NINGBO EASTEX,APPAREL,HURLEY,,"NO. 218, SHUN TAI ROAD, ZHENHAI DISTRICT",NINGBO,ZHEJIANG,32151,CHINA,Greater China,459,374,60,0,,,,,,359
NINGBO HONGDI CLOTHING CO. LTD.,APPAREL,"CONVERSE, HURLEY",,MOZHI NEW INDUSTRIAL ZONE,NINGBO,ZHEJIANG,315121,CHINA,Greater China,361,227,70,91.2,,,,,,360
"NINGBO HUAYAO TEXTILE CO.,LTD",APPAREL,NIKE,,CROSS OF YANGSHA MOUTAIN NO.7 ROAD AND CHUNXIAO  NO.7 ROAD,NINGBO,ZHEJIANG,315830,CHINA,Greater China,709,672,53,0,,,,,,361
"NINGBO ISUN FASHION CO., LTD",APPAREL,HURLEY,,77 DONG HUAN ROAD,FENGHUA,ZHEJIANG,315500,CHINA,Greater China,561,390,79,46.2,,,,,,362
NINGBO MITSUBANA APPAREL CO. LTD.,APPAREL,CONVERSE,,"1278 EAST ZHENLUO ROAD, ZHENHAI DISTRICT",NINGBO,ZHEJIANG,0,CHINA,Greater China,99,85,88,0,,,,,,363
"NINGBO SHENZHOU KNITTIN CO.,LTD (QINGJIN FACTORY) SEWING DEPT. 4",APPAREL,"NIKE, HURLEY",,"NINGBO PORT SONGHUAJIANG ROAD, DAGANG INDUSTRIAL ZONE NO. 51 ROAD",NINGBO,ZHEJIANG,315800,CHINA,Greater China,2209,2166,80,0,,,,,,364
NINGBO SHENZHOU KNITTING CO. LTD,APPAREL,"NIKE, CONVERSE",,50 TIANMUSHAN ROAD,NINGBO,ZHEJIANG,315800,CHINA,Greater China,3911,3644,75,0,,,,,"Ningbo ShenZhou Knittin Co.,Ltd (Qingjin Factory) Sewing dept. 4, Ningbo Shenzhou Knitting Co. Ltd. -#6 Garment Factory",365
NINGBO SHENZHOU KNITTING CO. LTD. -#6 GARMENT FACTORY,APPAREL,NIKE,College,"INTERSECTION OF DAGANG ROAD #5 ROAD & FENGYANG ROAD, DAGANG INDUSTRIAL ZONE",NINGBO,ZHEJIANG,315800,CHINA,Greater China,2444,2260,77,0,Qian Shi,0574-86980872,86-574-86980700,shiqian@shenzhougroup.com,,366
"NINGBO YOUNGOR KNITTING &  UNDERWEAR CO., LTD",APPAREL,NIKE,,"BUILDING B, NO.31 YOUNGOR ROAD",NINGBO,ZHEJIANG,315153,CHINA,Greater China,290,220,82,0,,,,,,367
"NIPPON SHAFT CO., LTD.",EQUIPMENT,NIKE,,5636 HIGASHI-INA,KOMAGANE,NAGANO,399-4321,JAPAN,Japan,116,85,16,0,,,,,,368
NITEC EYEWEAR (DALIAN) INC.,EQUIPMENT,NIKE,,YANGSHUFANG ECONOMIC DEVELOPMENT ZONE,DALIAN,LIAONING,116215,CHINA,Greater China,777,642,60,0.6,,,,,,369
"NORTHLAND CO., LTD.",EQUIPMENT,NIKE,,"9, SABANABI",NANJYOU-GUN,FUKUI,919-0212,JAPAN,Japan,75,45,41,8.9,,,,,,370
NSK ECHO MARK GUNMA FTY,APPAREL,NIKE,,746 OOAZA KAWATO HIGASHI AGATSUMACHO AGATSUMAGUN GUNMA,HIGASHI AZUMA-CHO,GUNMA PREF,377-0802,JAPAN,Japan,45,35,66,0,,,,,"N.S.K.Echo Mark Gunma Co.,Ltd.",371
O-TA GOLF PRODUCTS (SHENZHEN) CO LTD,EQUIPMENT,NIKE,,"HUANGFENGLING INDUSTRIAL ZONE, BAO AN DISTRICT SHYRYAN TOWN  LUO ZU VILLAGE HUANG FENGLING INDUSTRIA",SHENZHEN,GUANGDONG,518108,CHINA,Greater China,1950,1500,37,0,,,,,,372
OKAMOTO CORPORATION,EQUIPMENT,NIKE,,150-1 OTSUKA KORYO-CHO,KITAKATSURAGI-GUN,NARA,635-8550,JAPAN,Japan,81,74,57,0,,,,,,373
"OKAMOTO HOSIERY (ZHANGJIAGANG) CO., LTD",EQUIPMENT,NIKE,,"RENMIN MIDDLE ROAD, YANGSHE",ZHANGJIAGANG,JIANGSU,215600,CHINA,Greater China,250,186,71,0,,,,,,374
"OKAMOTO TEXTILE (THAILAND) CO.,LTD.",EQUIPMENT,"NIKE, CONVERSE",,"126 MOO 5, SAHAPAT INDUSTRIAL",KABINBURI,PRACHINBURI,25110,THAILAND,Emerging Markets,996,944,58,0,,,,,,375
"OPTECH CO., LTD.",APPAREL,NIKE,,"134/6 MOO 7 SAUN LUANG, KRATUMBAN",SAMUTSAKORN,SAMUTSAKORN,74110,THAILAND,Emerging Markets,117,105,88,0,,,,,,376
"OREGON SCREEN IMPRESSIONS, INC.",APPAREL,NIKE,College,3580 NE BROADWAY,PORTLAND,OREGON,97232,USA,North America,105,77,48,0,Renee Capp,503-416-5267,503-416-5272,reneec@oregonscreen.com,,377
ORIENTAL GARMENT AN GIANG CO LTD,APPAREL,"NIKE, CONVERSE, HURLEY",,"PLOT K, BINH HOA INDUSTRIAL ZONE, BINH HOA COMMUNE, CHAU THANH DISTRICT",AN GIANG,AN GIANG,,VIETNAM,Emerging Markets,1263,836,86,0,,,,,,378
OTOYO RYUTSU FTY,APPAREL,NIKE,,164-1 HIGASHIDOI OTOYO-CHO NAGAOKA-GUN,OTOYO-CHO,KOCHI PRE,789 0166,JAPAN,Japan,23,22,96,18.2,,,,,,379
OWENS SPORTSWEAR - V-WIN APPAREL CO LTD,APPAREL,HURLEY,,"CHEN JIE BU, LIAO BU DISTRICT",DONGGUAN,GUANGDONG,,CHINA,Greater China,690,632,70,0,,,,,,380
P SANTOS ATELIER DE CALÃ‡ADOS LTDA.,FOOTWEAR,CONVERSE,,"RUA PEDRAS BRANCAS, 162",LINHA NOVA,RS,95768000,BRAZIL,Emerging Markets,23,21,84,0,,,,,,381
PACHEL RI PRINTING S. DE R.L. DE C.V.,APPAREL,HURLEY,,ESMERALDA #2095-7 COL. VALLE DORADO,ENSENADA,BC,,MEXICO,Emerging Markets,45,43,70,0,,,,,,382
"PACIFIC ATHLETIC WEAR, INC. DBA KEYSPORTS APPAREL",APPAREL,NIKE,College,1545 W. MAC ARTHUR BLVD.,COSTA MESA,CALIFORNIA,92626,USA,North America,52,46,55,0,Gabriela Hillenbrand,714.751.8006,714.751.8806,gabriela@pawwear.com,,383
PACIFIC SPORTSWEAR,APPAREL,NIKE,,"10731 ""A"" ST S SUITE A",TACOMA,WASHINGTON,98444,USA,North America,38,34,38,0,,,,,,384
PANCON KNITS PRIVATE LIMITED,APPAREL,CONVERSE,,"NO.5-6, KARTHIK COMPLEX, VALIPALAYAM MAIN ROAD, TIRUPUR-641 601.",TIRUPUR,TAMILNADU,641601,INDIA,Emerging Markets,232,175,46,0,,,,,,385
"PARAMOUNT APPAREL INT'L, INC. (WINONA MO)",APPAREL,NIKE,College,HIGHWAY 19,WINONA,MISSOURI,65588,USA,North America,197,192,73,0,Corey West,573-732-4411,573-732-5572,cwest@paramountapparel.com,,386
"PARAMOUNT APPAREL INTERNATIONAL, INC.",APPAREL,"NIKE, CONVERSE",College,#1 PARAMOUNT DRIVE,BOURBON,MISSOURI,65441,USA,North America,764,424,63,0,Chris Fieldler,573-732-4411,,cfiedler@paifashion.com,"5B's apparel, Guerilla Graffix",387
PATTERN SRL,APPAREL,NIKE,,6A VIA ITALIA,COLLEGNO,ITALY,10040,ITALY,Western Europe,74,52,75,7.7,,,,,,388
PEGASUS FOOTWEAR CO. LTD.,FOOTWEAR,"NIKE, HURLEY",,"21, LANJIU ROAD, JIUBI VILLAGE",GUANGZHOU,GUANGDONG,511473,CHINA,Greater China,3752,2934,70,90.8,,,,,,389
PETTENATI,APPAREL,NIKE,,"ROD. RSC 453, KM 2,6",CAXIAS DO SUL,RIO GRANDE DO SUL,95010.55,BRAZIL,Emerging Markets,649,485,83,0.8,,,,,,390
PIAN S.R.L.,EQUIPMENT,NIKE,,JUAN AGUSTIN MAZZA 2312,BUENOS AIRES,BUENOS AIRES,1609,ARGENTINA,Emerging Markets,40,38,80,21.1,,,,,,391
"PILOTKNIT SPORT WEAR CO.,LTD.",APPAREL,NIKE,,"89/13 MOO. 2, RAMA LL ROAD,T.KOKKRABUR",MUANG,SAMUTSAKHON,74000,THAILAND,Emerging Markets,788,718,60,68.8,,,,,,392
PINEHURST MANUFACTURING,APPAREL,NIKE,,ZOLI ST. ANDREWS,SAN PEDRO SULA,CORTES,4083,HONDURAS,Emerging Markets,736,494,59,2.6,,,,,,393
"PINGHU LIPAI BAGS AND LUGGAGE CO., LTD.",EQUIPMENT,NIKE,,"NO. 123 HEHE RD,",PINGHU,ZHEJIANG,314202,CHINA,Greater China,116,100,68,0,,,,,,394
PINGXIANG CITY GUANGXUAN FOOTWEAR CO. LTD.,FOOTWEAR,NIKE,,"ZHUTING INDUSTRIAL ZONE, XUANFENG TOWN, LUXI COUNTY PINGXIANG CITY,",PINGXIANG,JIANGXI,337000,CHINA,Greater China,1945,1795,92,8.7,,,,,"DongJin Textile, Duck San Textile, JSI, Tiong  Liong Industrial Co., Ltd., You Young, Yuan Ling",395
PLAS INDUSTRIES SDN BHD,APPAREL,NIKE,,"6944, JALAN MAK MANDIN",BUTTERWORTH,PENANG,13400,MALAYSIA,Emerging Markets,433,399,29,97.5,,,,,,396
PORTLAND GARMENT FACTORY,APPAREL,NIKE,,408 SE 79TH AVE,PORTLAND,OREGON,97215,USA,North America,12,10,80,0,,,,,,397
POU CHEN CORPORATION,FOOTWEAR,"NIKE, CONVERSE",College,"NO. 2, FU KUNG RD. FU HSIN HSIAN",CHANG HWA,TAIWAN,506,TAIWAN,Greater China,1562,537,62,0.7,Johnson Tong,886-4-7695147-3753,886-4-7692958,johnson.tong@pouchen.com,,398
POU CHEN VIETNAM ENTERPRISE LTD.,FOOTWEAR,NIKE,,"NGUYEN AI QUOC ROAD, HOA AN VILLAGE",BIEN HOA CITY,DONG NAI,7000,VIETNAM,Emerging Markets,24324,22150,84,0,,,,,,399
POUYUEN VIETNAM COMPANY LTD.,FOOTWEAR,CONVERSE,,"D10/89Q NATIONAL  HIGHWAY 1A, TAN TAO WARD, BINH TAN DIST.",HCM,BINH TAN,84,VIETNAM,Emerging Markets,1265,1213,89,0,,,,,,400
POVOLO,APPAREL,NIKE,,VIALE DELL' UNIONE EURPOEA 32,GALLARATE,VERESE,21013,ITALY,Western Europe,22,17,90,11.8,,,,,,401
POWERS MANUFACTURING COMPANY,APPAREL,NIKE,College,1340 SYCAMORE STREET,WATERLOO,IOWA,50703,USA,North America,98,67,82,0,Mark Weidner,319-233-6118,319-234-8048,markweidner@powersathletic.com,,402
PRATIBHA SYNTEX LIMITED (PITHAMPUR),APPAREL,"NIKE, CONVERSE",,"S-5/2, SECTOR 1, PITHAMPUR, DIST DHAR",PITHAMPUR,MADHYA PRADESH,475775,INDIA,Emerging Markets,814,522,33,0,,,,,,403
PRATIBHA SYNTEX LTD.,APPAREL,"NIKE, CONVERSE",,"A 15 & 16 APPAREL PARK PHASE II, SEZ SECTOR III","PITHAMPUR, DISTRICT- DHAR",MADHYA PRADESH,454774,INDIA,Emerging Markets,1502,1086,23,0,,,,,,404
PREMIER OPTICAL (SHENZHEN) LIMITED COMPNAY,EQUIPMENT,CONVERSE,,"FLAT 601, BLOCK A, NO. 27, GANGSHANG SAN STREET, XINLIAN COMMUNICTY, LONGGANG CITY STREET, LONGGANG DISTRICT",SHENZHEN CITY,GUANGDONG,0,CHINA,Greater China,230,160,40,0,,,,,,405
PRIDE SPORTS,EQUIPMENT,NIKE,,5787 FORWARD DRIVE,FLORENCE,WI,54121,USA,North America,53,37,54,0,,,,,,406
"PRIMA SEJATI SEJAHTERA, PT",APPAREL,NIKE,,"DESA BUTUH RT 01 RW 02, DESA BUTHUH",BOYOLALI,JAWA TENGAH,57322,INDONESIA,Emerging Markets,1274,1051,82,0,,,,,,407
PRINTNEWS,APPAREL,NIKE,,16 NELSON STREET,CAPE TOWN,CAPE TOWN,7925,SOUTH AFRICA,Emerging Markets,48,36,53,0,,,,,,408
PROMOTIONS WEST EMBROIDERY INC.,APPAREL,NIKE,College,1360 TANDEM AVE. NE,SALEM,OREGON,97301,USA,North America,5,3,50,0,Jay Brown,503-364-0088,,jay@promotionswest.biz,,409
"PROVIDENCE INDUSTRY, DBA (MYDYER.COM)",APPAREL,HURLEY,,3833 MCGOWEN ST.,LONG BEACH,CALIFORNIA,90808,USA,North America,260,210,78,0,,,,,,410
PT  MAREL SUKSES PRATAMA,EQUIPMENT,CONVERSE,,"JL. BARU MULUNGAN GONDANG PENEN RT. 05/RW 28 SENDANGADI, SLEMAN",YOGYAKARTA,DI YOGYAKARTA,55285,INDONESIA,Emerging Markets,256,211,48,0,,,,,,411
PT ADIS DIMENSION FOOTWEAR,FOOTWEAR,NIKE,,JL. RAYA SERANG KM. 24,TANGERANG,BANTEN,15610,INDONESIA,Emerging Markets,7995,7968,55,0.3,,,,,PT. YC TEC INDONESIA (NOT A FINISHED GOODS FACTORY),412
PT ASIA DWIMITRA INDUSTRI,FOOTWEAR,NIKE,,JL. RAYA LEGOK KM. 6.2 CIJANTRA,TANGERANG,BANTEN,15335,INDONESIA,Emerging Markets,4637,4415,51,0.2,,,,,,413
PT DAYUP INDO,EQUIPMENT,NIKE,College,"NUSANTARA BONDED ZONE (KBN), JL. MADURA 6 BLOCK D13A",JAKARTA,DKI JAKARTA,14140,INDONESIA,Emerging Markets,1088,996,93,1.7,Ung Chie Suk,62-21-4482-0025,62-21-4482-0033,ucsuk@dayupindo.com,,414
PT DEAN SHOES LTD.,FOOTWEAR,NIKE,,"DUSAN SERANG RT, 10 RW 05",KARAWANG TIMUR,JAWA BARAT (WEST JAVA),,INDONESIA,Emerging Markets,8637,7794,79,0.8,,,,,,415
PT DONG A DECAL,APPAREL,NIKE,College,JL RAYA CAKUNG CILINCING KBN CAKUNG,JAKARTA,DKI JAKARTA,14140,INDONESIA,Emerging Markets,692,663,48,0,Kwon He So,62-2144941547,6221-44941548,kwon@dongadecal.com," Golf Sales West, Inc., 5B's apparel",416
PT DREAM SENTOSA INDONESIA,EQUIPMENT,"NIKE, CONVERSE, HURLEY",,DUSUN MANGGA BESAR II RT 16/04 WALAHAR,KARAWANG,WEST JAVA,41371,INDONESIA,Emerging Markets,6711,4247,90,0,,,,,,417
PT EAGLE NICE INDONESIA,APPAREL,NIKE,,JL RAYA SERANG KM 70 DS. KIBIN KEC. KIBIN,KABUPATEN SERANG,BANTEN,42186,INDONESIA,Emerging Markets,1671,983,80,2,,,,,,418
PT GLOSTAR INDONESIA,FOOTWEAR,CONVERSE,,JL.PELABUHAN II KM 14.5 JAWA BARAT,SUKABUMI,WEST JAVA,43161,INDONESIA,Emerging Markets,8249,7801,84,0.7,,,,,,419
PT GREENTEX INDONESIA UTAMA,APPAREL,NIKE,College,"KBN, JI. SUMATERA BLOK E - 12A, CAKUNG-CILINCING",JAKARTA UTARA,DKI JAKARTA,14140,INDONESIA,Emerging Markets,1477,1336,90,0,Han Jae young,6221 4483 5011,6221 4483 5012,jyhan@greentextile.co.id,PT Dong A Decal,420
PT KAHOINDAH CITRAGARMENT,APPAREL,NIKE,College,JL. INSPEKSI KALIMALANG RT 004/003,BEKASI,WEST JAVA,17510,INDONESIA,Emerging Markets,3909,2645,87,0.4,Yong Seok Lee,62-21-8800475,62-21-8807468,kaho2@kaho2.co.id,,421
PT KMK GLOBAL SPORTS / K1,FOOTWEAR,NIKE,,CIKUPA MAS INDUSTRIAL ESTATE & WAREHOUSE,TANGERANG,BANTEN,15710,INDONESIA,Emerging Markets,12506,11255,76,0.4,,,,,,422
PT KUKDONG INTERNATIONAL,APPAREL,NIKE,College,"JL. RAYA NAROGONG KM 12 NO.8 DESA CIKIWUL KEC, KAB.",BEKASI,WEST JAVA,17310,INDONESIA,Emerging Markets,1098,662,91,0,Steve Kim,6221-8250870 ext 457,62 21 82600016,stevekim@kd.co.kr,PT Dong A Decal,423
PT METRO PEARL INDONESIA,FOOTWEAR,CONVERSE,,"JALAN PRAMUKA RAYA KM.0.99, NO.18  DESA BUNDER,KECAMATAN, JATILUHUR",PURWAKARTA,JAWA BARAT,41161,INDONESIA,Emerging Markets,3303,2490,72,0.3,,,,,,424
PT MITRA GARINDO PERKASA,APPAREL,"NIKE, CONVERSE",,"JL. PANCASILA V/21, CICADAS-GUNUNG PUTRI",BOGOR,WEST JAVA,16964,INDONESIA,Emerging Markets,974,780,60,0.3,,,,,,425
PT MORICH INDO FASHION,APPAREL,NIKE,,"JL., DUSUN GEMBONGAN RT.09/RW.04-KEL.KARANGJATI,KEC.BERGAS",SEMARANG,CENTRAL JAVA,50552,INDONESIA,Emerging Markets,2132,1625,84,0.1,,,,,,426
PT NIKOMAS GEMILANG,FOOTWEAR,NIKE,,JL. RAYA SERANG KM. 71 DESA TAMBAK,SERANG,BANTEN,42186,INDONESIA,Emerging Markets,20293,18506,85,0.4,,,,,Hapco Screen Printing,427
PT PANCAPRIMA EKABROTHERS,APPAREL,NIKE,,JL. SILIWANGI NO. 178A,TANGERANG,BANTEN,15133,INDONESIA,Emerging Markets,2947,1919,81,0.2,,,,,"Prima Sejati Sejahtera, PT, PT. Pilar Putera Sejati",428
PT PANTJATUNGGAL KNITTING MILL,APPAREL,NIKE,,JL. SIMONGAN 98,SEMARANG,JAWA TENGAH,50148,INDONESIA,Emerging Markets,1956,1728,91,0,,,,,,429
PT PRATAMA ABADI INDUSTRI,FOOTWEAR,NIKE,,JL. RAYA SERPONG KM. 7,TANGERANG SELATAN,BANTEN,15325,INDONESIA,Emerging Markets,9692,8386,82,0,,,,,"Hapco Screen Printing, PT. YC TEC INDONESIA (NOT A FINISHED GOODS FACTORY)",430
PT PRATAMA ABADI INDUSTRI,FOOTWEAR,NIKE,,JL. RAYA SUKABUMI CIANJUR KM 14,SUKABUMI,WEST JAVA,43191,INDONESIA,Emerging Markets,13331,11544,66,0.2,,,,,,431
PT R PRIMA JAYA,APPAREL,"NIKE, CONVERSE, HURLEY",,JL. RAYA KALIGAWE KM 8,SEMARANG,CENTRAL JAVA,50117,INDONESIA,Emerging Markets,685,574,88,0,,,,," Golf Sales West, Inc., 5B's apparel, Hapco Screen Printing",432
PT SANDANG MUTIARA CEMERLANG,APPAREL,"NIKE, CONVERSE, HURLEY",,JALAN WARUNG BONGKOK - DESA SUKA DANAU - CIBITUNG,BEKASI,JAWA BARAT,17520,INDONESIA,Emerging Markets,1167,1071,93,0,,,,,PT R Prima Jaya,433
PT SEMARANG GARMENT,APPAREL,NIKE,College,JL SUKARNO HATTA KM 25,SEMARANG,CENTRAL JAVA,50552,INDONESIA,Emerging Markets,2517,2411,95,0,Naelannajah Alladany,62-24-6922876,62-24-6922877,s_humanright@ptsg.co.id,PT Dong A Decal,434
PT SUNG SHIN INDONESIA,FOOTWEAR,NIKE,,JL.RAYA NAROGONG KM.6,BEKASI,JAWA BARAT,17116,INDONESIA,Emerging Markets,260,249,64,0,,,,,"PT Adis Dimension Footwear, PT Sung Shin Indonesia",435
PT TRIGOLDENSTAR WISESA,APPAREL,"NIKE, CONVERSE, HURLEY",,JL. RUMAMBE DESA ANGGADITA KEC. KLARI,KARAWANG,WEST JAVA,41371,INDONESIA,Emerging Markets,2854,1950,86,0.3,,,,,,436
PT TUNTEX GARMENT INDONESIA-CKP,APPAREL,NIKE,,JL. RAYA SERANG KM 18.8,TANGERANG,BANTEN,15710,INDONESIA,Emerging Markets,1098,1027,99,0.3,,,,,Hapco Screen Printing,437
PT TUNTEX GARMENT INDONESIA-TGR,APPAREL,NIKE,,JLN. MOH TOHA KM.2 NO.29,TANGERANG,BANTEN,15112,INDONESIA,Emerging Markets,1567,1346,90,1.1,,,,,,438
PT VICTORY CHINGLUH INDONESIA,FOOTWEAR,NIKE,,"JL. OTONOM PASAR KEMIS NO.48/49 RT.003/RW.004, PASAR KEMIS",TANGERANG,BANTEN,15560,INDONESIA,Emerging Markets,12658,11740,78,0.3,,,,,,439
PT. CCH INDONESIA,APPAREL,NIKE,,JL. DESA GIRIASIH NO. 16,BANDUNG BARAT,JAKARTA,40552,INDONESIA,Emerging Markets,302,257,82,1.6,,,,,,440
PT. FENG TAY INDONESIA ENTERPRISES,FOOTWEAR,NIKE,College,JL. RAYA BANJARAN KM. 14.6,BANDUNG,WEST JAVA,40377,INDONESIA,Emerging Markets,9888,8356,64,0,Martin Huang,6222-5940688,6222-5940255,Martin.Huang@Fengtay.Com,,441
PT. GRAND BEST INDONESIA,APPAREL,NIKE,,"JL. COASTER NO. 8 BLOK B 18, 19, 20,  21, 22  TANJUNG EMAS EXPORT PROCESSING ZONE, SEMARANG",SEMARANG,JAWA TENGAH,50174,INDONESIA,Emerging Markets,2215,1912,93,0.6,,,,,"PT Morich Indo Fashion, PT Pantjatunggal Knitting Mill",442
PT. PILAR PUTERA SEJATI,APPAREL,NIKE,,"JL. RAYA SUKABUMI, RT 01 RW 02",SUKABUMI,WEST JAVA,43359,INDONESIA,Emerging Markets,1388,1270,72,0,,,,,PT. Pilar Putera Sejati,443
PT. SEO HEUNG INDONESIA (NOT A FINISHED GOODS FACTORY),FOOTWEAR,NIKE,,"JL. IR. H. JUANDA NO.008, RT. 001 RW. 005 DESA JOMIN BARAT",KARAWANG,JAWA BARAT,41374,INDONESIA,Emerging Markets,1668,1337,70,0.2,,,,,,444
PT. TK INDUSTRIAL INDONESIA,FOOTWEAR,NIKE,,BELENDUNG II RT/RW 17/16 NO. 046,"BELENDUNG, CIBOGO",WEST JAVA,41285,INDONESIA,Emerging Markets,9249,6898,93,0.5,,,,,,445
PT. YC TEC INDONESIA (NOT A FINISHED GOODS FACTORY),FOOTWEAR,NIKE,,KP. CISANTRI RT.002 RW.001,CIBATU KABUPATEN PURWAKARTA,JAWA BARAT,None,INDONESIA,Emerging Markets,924,864,65,1.3,,,,,,446
PUNGKOOK (JOON SAIGON),EQUIPMENT,"NIKE, CONVERSE",,"LOT 46-51, ROAD 6, SONG THAN I IZ",DIAN DISTRICT,BINHDUONG PROVINCE,84 650,VIETNAM,Emerging Markets,2313,2266,82,0,,,,,,447
QINGDAO  RUIHE KNITTING,APPAREL,"NIKE, CONVERSE, HURLEY",,HUANGHE  ROAD,"JIMO,QINGDAO",SHANDONG,266200,CHINA,Greater China,310,215,75,0,,,,,Qingdao  RuiHe Knitting,448
QINGDAO CHANGSHIN JIMO FACTORY,FOOTWEAR,NIKE,,"#49, YANQING ROAD","JIMO, QINGDAO",SHANDONG,266200,CHINA,Greater China,629,523,48,0.2,,,,,,449
